PC1,PC2,PC3,PC4,PC5,SeriousDlqin2yrs
-0.077098333,-1.800240129,0.149171098,0.239379288,0.046493975,1
-0.115200922,-1.86153706,-1.00866151,0.012257875,0.111915137,1
0.242354497,1.237693233,-0.834072674,0.404293304,0.02491125,1
-0.101891345,-0.857163249,0.859165956,0.094876908,-0.051528542,1
-0.093169826,-1.901802963,0.069775051,0.289827687,0.038958223,1
0.099435181,-0.182445417,0.190765326,0.104203558,0.079791248,1
-0.164814264,-2.183373542,-0.752206772,0.177465687,0.134652926,1
0.24566231,1.927260889,1.01713805,-0.112014285,0.050767334,1
0.096742252,1.271881978,0.316302126,-0.282544749,0.032159839,1
0.117996664,0.353258803,-1.480061042,-0.151662104,0.086998712,1
-0.063402269,-0.44147294,-0.438716401,0.095403341,0.044178628,1
0.135457573,-0.029151434,0.594506187,0.220539772,0.033828226,1
-0.000804771,0.023394199,0.808454265,0.404422693,0.072059302,1
0.138469485,-0.148661382,0.803908367,-0.208228132,0.030632459,1
0.323281923,2.040651807,-0.203238649,-0.13303995,0.21788591,1
0.097550321,-0.412454339,0.727074844,0.336273332,-0.016698142,1
-0.182197969,-1.119267716,-1.276815917,0.122720557,0.091965704,1
0.080468163,-0.700760051,0.963357937,0.091125924,-0.045597537,1
-0.113238524,-1.777005812,-1.134621117,0.098284402,0.127001585,1
-0.082845728,-1.494242459,-0.535057784,-0.018337304,0.090044295,1
0.149616698,0.219011533,-0.643625875,0.188540129,0.023007628,1
-0.026706933,-1.53860277,0.371332625,-0.907850351,-0.114140465,1
0.119296758,0.003998493,0.151237747,0.035708196,0.100681223,1
0.097459615,-0.505448482,0.827440706,-0.051477448,-0.006298217,1
0.035396975,-0.592249684,-1.138304545,0.051132241,0.044070009,1
-0.371852106,-1.173821817,-0.55847594,0.179451076,0.097957909,1
0.322705143,1.600460337,0.224598415,-0.354214578,0.066452825,1
0.098214707,-0.016719099,-1.585210726,0.30166139,0.030209769,1
0.212266667,0.365050726,1.168104732,-0.041752853,0.011255361,1
0.061568345,-0.32393344,-1.166013846,0.238274734,0.05180601,1
0.07972781,-0.872515849,1.139275849,0.045405295,0.00392076,1
-0.025602638,-1.385596586,0.209979862,0.102668402,0.073733512,1
0.188173417,0.95296281,-1.990366872,-0.478579379,0.124505648,1
0.101359931,-0.387687815,0.238498149,0.225327412,-0.034069876,1
0.059259667,-0.858624222,0.729859415,0.143485218,0.046737926,1
0.227211877,0.96750161,0.453436599,0.511725393,0.016894521,1
0.116630004,-0.148603091,-0.500452871,0.109741185,-0.008221465,1
0.104855939,-0.555610643,1.087731647,-0.040416386,-0.047418644,1
0.176570375,0.734471367,-1.171100065,-0.164226302,0.075902544,1
0.14420221,0.248330659,0.095056779,0.012271399,0.129144842,1
0.110292859,1.203049226,0.07464287,-0.301900691,0.051891802,1
0.13552082,-0.100078752,0.680922162,-0.048685239,0.039171316,1
-0.186330774,-1.335105707,0.060663748,0.053926394,0.098948206,1
0.173291655,0.424647621,0.388809712,-0.243424313,0.045184015,1
0.174371165,0.05734319,0.553193405,0.363186313,0.025302061,1
0.136665982,0.339017673,-1.078135094,-0.148928734,0.036714379,1
0.027249801,-0.819195324,-0.508087841,0.003344465,0.120269697,1
0.022786047,-0.549386731,-1.533571666,-0.136603333,0.109822692,1
0.176619147,-0.022114019,1.260448744,0.390095669,0.019345549,1
0.118500729,0.019222741,-0.917258663,-0.190940744,0.075374008,1
-0.242320369,-0.808479106,1.158597331,0.053611383,-0.082115857,1
0.13845161,0.149117597,0.345290531,-0.115858534,0.017733209,1
0.165783973,-0.007330428,-0.046321899,0.014333989,0.030253848,1
0.308710237,1.385476642,0.992039486,-0.028343368,0.021629646,1
0.199535608,0.52032217,-0.226778167,-0.10924515,-0.062767957,1
0.283873699,1.299593985,0.181091801,-0.144483649,0.035953743,1
0.10093641,-0.537026928,0.889187804,0.325413646,0.034498472,1
0.131983234,-0.017600572,0.532921225,0.342270497,0.03254499,1
0.032084893,-0.622371368,-0.194825354,-0.008353718,0.107520239,1
0.103648713,-0.745478403,1.469819285,0.562489909,-0.067626112,1
0.031607721,-0.622091233,-1.753592815,0.240644941,0.09429331,1
0.072780698,-0.540725451,0.511228477,0.296693919,0.004081009,1
0.182279689,0.351446113,0.339673615,0.08883521,-0.066840755,1
0.438668179,2.698726248,0.314748096,-0.144687608,0.03514805,1
0.215997921,0.622220578,0.908873578,0.180060798,-0.039861119,1
0.337589073,2.496114769,-2.52835538,-0.272709812,0.03350277,1
0.080767192,-0.228384615,-0.99128785,0.264553229,0.034568284,1
0.312655278,1.410271594,0.992283064,-0.1125197,0.028723331,1
-0.126985326,-2.050095721,-0.327812009,0.075392328,0.093855583,1
0.251235906,0.822510009,0.912551261,-0.080550714,0.076162974,1
0.092943866,-0.103088773,0.006113327,-0.113147246,0.042855254,1
0.320217412,1.607583945,0.945669957,0.124359279,-0.054480708,1
-0.239176723,-0.354242269,-1.176916527,0.162537074,-0.039047865,1
0.166526436,0.64949311,-1.118298782,0.070292234,0.041922485,1
-0.095467572,-1.123307355,1.402451057,0.106908103,-0.052512212,1
-0.026065747,-0.932410627,-2.09266636,-0.004260615,0.054625078,1
-0.21315851,-1.412386354,-1.213724187,0.214634584,0.057329804,1
0.169799526,0.349256441,-0.325851066,-0.155883476,0.187312072,1
0.278798232,1.536769881,0.321163553,-0.400410101,-0.015555316,1
0.048306006,-0.628189117,-0.994515666,0.003449497,0.107407661,1
0.221865228,0.963837377,-0.817891715,-0.286917027,0.052729901,1
0.353648896,1.539166501,1.433206347,-0.424466099,0.008351685,1
0.127134916,-0.7130503,1.743818123,0.122194784,-0.064645947,1
0.191822306,0.877908298,-1.162374154,-0.068632106,0.07581851,1
0.213073897,0.79883127,-0.10048894,-0.118308398,0.034420089,1
0.220073052,0.734966376,-0.281766879,-0.053770283,-0.039971315,1
0.083662108,-0.290198394,0.077692988,-0.045424071,0.096042083,1
0.160559292,0.275004593,-0.764880007,0.058464553,0.134116737,1
0.035852083,-1.054773207,0.721284371,0.215175444,0.0240472,1
0.211821655,0.854634803,0.306375402,0.165904747,0.054247789,1
-0.061137384,0.159643508,-0.939963513,-0.077489576,0.082403025,1
0.272666148,1.388752588,-0.609826567,0.256097163,0.018918292,1
-0.15751331,0.548070417,-0.9665024,-0.056255293,0.022315084,1
0.035786867,-0.640175905,-0.987390999,0.188292066,0.010418101,1
-0.108049474,-1.812145505,-0.483525757,0.067024081,0.132973351,1
0.143077219,-0.190024612,1.046815438,0.013444817,-0.016813302,1
0.010683345,-0.906439153,-0.188865309,-0.092118412,0.169475114,1
0.164423162,-0.440538151,1.83875917,-0.017419829,-0.047113257,1
0.042157202,-0.66330309,0.149072339,0.19265577,0.042724938,1
0.116781693,-0.481087022,1.1675549,-0.007111248,-0.047792466,1
0.182180536,0.226223943,0.578751572,-0.047920727,-0.098459294,1
-0.115439746,-1.928725132,-0.319975793,0.255146055,0.092675269,1
0.002359654,-0.989054295,-1.106833294,-0.013849861,0.096837502,1
0.240984201,1.308014715,-1.609860158,-0.016389355,0.068813494,1
0.152123728,0.546842635,-1.18952233,0.016805736,0.050647676,1
-0.112864267,-2.064998383,0.016154832,0.19202548,0.042187171,1
0.145201059,-0.269388739,1.265215034,0.013460448,-0.047035794,1
-0.191925732,-2.41111371,-0.794507837,0.133958873,0.128037197,1
-0.020605013,0.109710559,-0.687890527,-0.091611597,0.046877997,1
-0.043030553,-1.522966075,0.148742271,0.02221638,0.077808118,1
0.203475712,0.222833494,1.303485571,-0.066200191,-0.01252323,1
-0.078225933,-1.551910621,-0.939548959,0.106617456,0.117651027,1
-0.145675416,0.120386698,1.205956928,0.0534267,-0.098041383,1
0.026344527,-0.632361706,-1.716946496,0.016512357,0.023281836,1
0.142698221,0.044042293,0.537512313,0.080435417,0.056809141,1
0.34571509,1.859273808,-1.035296415,-0.367168192,0.139378705,1
0.013164784,-0.633549588,-0.424342426,0.437138236,0.100382513,1
-0.091751214,-0.280714395,-1.240091846,-0.135025379,0.089343899,1
-0.060089345,-1.469932328,-0.271917632,0.150908052,0.126070097,1
0.019935356,-0.845832841,0.136654078,0.274254401,0.024438574,1
0.157729586,0.125802949,-0.312396753,0.053835928,-0.013568611,1
0.302597447,1.493754046,0.105300428,1.125656754,0.117072741,1
0.058645807,-0.102925831,-0.609271557,0.122282752,0.10419842,1
0.175781325,0.330473378,0.527060138,-0.026631245,0.085597736,1
0.162817717,-0.489873122,1.903855831,-0.064371113,-0.054771416,1
-0.227259851,-1.732594689,0.189952009,0.262262361,0.042969278,1
0.139388188,1.948484585,-3.417155832,0.300070184,0.120314246,1
-0.067537991,-1.479119596,-1.801687961,0.278374452,0.038331205,1
0.052043009,-0.400806366,-1.273066866,-0.092346898,0.082061822,1
-0.671652458,-0.376715826,1.092485092,-0.095274201,-0.032407931,1
0.199137586,0.722758202,-0.265973547,-0.336404124,0.064357118,1
0.224770129,0.842276493,-0.542300427,0.183761936,0.053125461,1
-0.10575513,-1.658984268,-1.708802575,0.170108291,0.10758324,1
0.596582069,3.892500875,0.414655084,-0.865289621,0.23472722,1
-0.070503458,-0.119941763,-1.178110494,-0.139889133,0.094897348,1
0.203516461,0.646368621,0.526769648,-0.123163856,0.035745745,1
0.110985299,-0.826144451,1.711139075,0.254470558,-0.078434613,1
0.047780802,-0.481633471,-1.11996346,0.121587119,0.043953246,1
0.171678448,0.751619764,-1.730759363,0.038069013,0.040592021,1
0.184499423,0.140481124,1.081707181,-0.174700466,0.016547349,1
-0.070113485,1.543843338,-1.295909968,0.07106567,0.044289525,1
0.110316615,-0.099671175,0.260457493,0.245557442,0.068138876,1
-0.198249863,0.167270482,-1.545011125,0.090011626,0.046450207,1
0.147349951,0.259188624,-1.813050305,-0.100195075,0.021042794,1
0.119403562,-0.803687512,1.927781945,0.625205371,-0.131789075,1
0.045958437,-0.669621646,-0.27962935,0.046356753,0.023195567,1
0.298045286,1.039689492,0.83119599,-0.25129717,0.024810744,1
0.172495263,0.634393047,-0.92620107,0.219880977,0.008104839,1
0.165308855,-0.556593357,2.232837995,0.423365376,-0.136681519,1
-0.149340871,-2.150701365,-0.551542477,0.055215841,0.12217332,1
0.222069679,1.295228211,-1.336768031,-0.159773518,0.053790374,1
0.067856661,-0.602854173,-0.166094245,0.075037843,0.084314583,1
0.308525588,1.796089523,-0.147949125,0.254483163,-0.00126747,1
0.275026143,1.073336766,0.528636455,-0.070106018,-0.027040778,1
0.182271194,-0.031440657,1.499681372,0.123123786,-0.068147381,1
-0.118276778,-0.164301411,1.491508448,0.082072931,-0.08489184,1
0.267635279,1.278119725,0.379785335,-0.169080501,0.099180766,1
0.061110998,-0.611700512,-0.679646609,4.251771098,-23.66358184,1
0.186413168,0.929362713,-1.336892425,0.104712451,0.088505928,1
0.442191516,2.804881502,-0.477265853,-0.026744563,0.12050405,1
0.277149024,0.825677054,1.660270462,0.15454208,-0.111189439,1
-0.016940948,-1.067939571,-1.123394741,0.030254945,0.006417203,1
0.183263784,0.219220243,0.906568245,-0.0853418,0.03427666,1
0.205130077,0.8862026,-1.364705054,0.049114439,0.005679169,1
0.340517715,2.132189105,-0.287543634,0.820233948,0.07341532,1
0.129871081,-0.100997848,0.077690481,0.561352195,0.055938532,1
0.104260608,-0.333149836,0.136254796,0.08229885,-0.007393071,1
0.292400751,1.182512846,0.399214228,-0.263357596,0.08932065,1
-0.174926719,-2.299071875,-0.718456956,0.091386067,0.128366304,1
-0.105080872,-1.748290841,-0.474073392,0.410108256,0.110808855,1
-0.247867439,-1.646562835,-0.463845771,0.058457283,0.141814701,1
0.313679747,1.724941064,-0.209571991,-0.276538217,0.12185409,1
-0.803842943,0.636526351,-2.337143757,-0.024940284,0.011184693,1
-0.193262425,-2.458670424,-0.730909479,0.064848353,0.115484484,1
-0.100821033,-1.678167052,-0.580804661,0.278896289,0.139697581,1
0.253520705,0.960632491,0.804664024,-0.173107287,0.026944398,1
0.156872685,-0.312293469,1.617369396,0.109633772,-0.100050676,1
-0.02537611,-1.475570762,-0.021750748,0.261118432,-0.000250812,1
0.083841639,-0.512620172,-0.450480174,0.366278016,0.018939507,1
0.17240237,0.654329419,-0.608166214,-0.206720413,0.091056383,1
0.150344972,0.61944796,-1.362870823,0.103836671,0.066058751,1
-0.034567111,-1.642845261,0.128185799,0.114531695,-0.025002589,1
0.122307795,0.083146758,-0.943399656,-0.039799906,0.071766546,1
-0.557918499,-0.131725484,-1.793714402,-0.088972169,0.066916636,1
0.126704385,-0.686981145,1.685523117,0.152430099,-0.058389644,1
0.022468493,0.414453831,0.42610072,-0.163779049,0.112312705,1
0.268827086,1.177344497,0.647483107,-0.093702196,0.05333308,1
-0.012817767,-1.644533874,1.101769057,0.340101577,-0.072521307,1
0.117161173,-0.587260341,0.77720673,0.082090828,-0.02328942,1
0.162590611,0.295827365,-0.600239194,0.029177486,0.038252481,1
0.152382222,2.264075639,-2.027552338,-0.217045825,0.037356753,1
0.177225566,0.692074181,-1.589465955,-0.337240108,0.049260817,1
-0.141832383,-0.671508753,-0.373487294,-0.016391839,0.118745612,1
-1.185096286,-0.205746306,-0.406549636,-0.127403655,0.066150219,1
0.073287615,-0.692704298,0.255894755,-3.570126615,-0.581785147,1
0.118863308,-0.496589701,1.095123282,0.106509523,0.029613833,1
0.29583361,1.208674423,0.605446574,-0.197219938,-0.018283029,1
0.00481125,-1.120007321,0.241377998,0.17435358,0.086071945,1
0.020919896,-1.000196734,0.478443157,0.195765308,-0.015123259,1
-0.186761917,-2.373497835,-0.798852702,0.038976194,0.131508395,1
0.112875112,0.512165739,-4.942282805,0.016077436,0.056321003,1
0.337428395,2.095615937,-0.18478818,0.464041607,0.008206473,1
0.562256635,4.014823891,0.371332387,-0.814589021,-0.146723813,1
0.074972046,-0.774340993,1.027966224,0.12782555,-0.061738943,1
-0.076176121,-1.789735944,0.145907977,0.248505832,0.040565531,1
0.044093642,-0.514556098,-0.664567761,0.033358814,0.080783334,1
0.215060448,0.303995586,1.337939862,-0.120051342,-0.007503735,1
-0.098727314,-1.767521046,-0.395213458,0.078042997,0.1247953,1
0.121800969,0.010020314,0.327860837,-0.106064962,0.013754684,1
0.069103775,-0.103121838,-1.476471584,0.354037518,0.09197337,1
-0.020434988,-1.295441061,0.13309078,0.180287093,0.086418335,1
-0.140704304,-2.093657017,-0.474465864,0.17773641,0.105608146,1
0.34031543,2.13353414,-0.934381422,0.224051779,0.108764877,1
0.295900856,1.22968684,0.591620349,-0.078798883,-0.028923767,1
0.06842595,-1.09585712,1.435284685,0.132754027,-0.053900095,1
0.080961702,2.981581372,-1.983642475,0.564010472,0.178865078,1
0.252445493,0.890567954,-0.143346575,0.028500811,0.025522031,1
-0.277134604,-1.958510654,-0.249777247,0.208746368,0.079689727,1
0.064501799,-0.631224272,-0.532339581,0.506439034,0.006063366,1
-0.052044124,-1.657997203,0.317810206,0.198215971,0.038681304,1
-0.00779043,0.066229265,0.685340253,0.150126594,0.032518716,1
-0.070503061,-0.441189965,0.573733893,-0.064507146,0.024914919,1
0.194429701,2.2633531,-1.522535676,-0.110988588,0.126396369,1
0.245598134,0.352861122,1.865958806,-7.93E-05,-0.077289162,1
0.081366829,-0.08574376,-1.357520731,0.037085745,0.106383953,1
-0.089082043,-1.72992982,-0.261743729,0.174909101,0.103390485,1
0.281404045,0.484659032,2.191449996,0.3280679,-0.054344446,1
0.207143151,0.314728118,1.31041427,-0.215771187,-0.074419308,1
0.135082195,0.103796121,-0.257803773,-0.041540711,0.079208935,1
0.187861004,0.871744804,-0.686689965,0.158572197,0.08892083,1
0.3862146,2.453517504,-1.191849399,-0.349763992,0.042749627,1
0.111487379,-0.368774828,-1.209369789,0.26055451,-0.043805581,1
0.480308531,3.623555343,0.105758192,-0.784696464,-0.055530364,1
-0.164829238,-2.287329547,-0.526913617,0.159478865,0.095347977,1
-0.052191168,-1.669757681,0.285286122,-0.013064812,0.055904769,1
0.336382261,2.008890118,-1.356649063,-0.304256394,0.106915624,1
0.160477883,0.029286913,0.975247251,0.277602812,-0.012307713,1
0.008415948,-0.877711566,-1.643290304,0.245832962,0.06317704,1
0.345591143,1.343517191,1.672165922,0.105607151,0.00081371,1
0.135198849,0.349237561,-0.075251954,0.21047586,0.061525191,1
0.241128147,1.10782278,-0.068945434,0.485866275,0.003997485,1
0.140768367,0.431854251,-2.268953198,0.115340927,0.06851814,1
0.187096583,0.958583107,-1.828744363,-0.416372098,0.022532016,1
-0.046517819,-1.655354912,-0.070601378,0.151041115,0.000161482,1
-0.595006353,-1.884894699,-0.388859447,0.063275604,0.107045731,1
0.261254951,0.698697697,1.38967514,-0.066373309,0.008843524,1
0.187282191,0.769362957,0.076091839,-0.252150614,0.028016208,1
0.162420265,0.231440575,-0.069946155,-0.300219128,0.083558288,1
0.005969513,1.596716068,0.856120196,0.014389094,0.042967135,1
0.010786048,-0.999337584,0.069072304,0.091460655,0.118937027,1
-0.163677076,0.59768367,-0.825235214,-0.225249043,0.110796631,1
0.265007225,1.242264575,-0.305083827,-0.372610246,0.185268293,1
-0.127887299,-1.925701967,-0.609834892,0.118587254,0.137797439,1
0.140259731,-1.039700175,2.721192094,0.092761476,-0.202506278,1
0.471188134,3.623113558,-0.102697545,-0.226756975,-0.000653929,1
0.101779426,-0.274318582,-0.728308777,-0.017636385,0.097728077,1
0.160175823,-0.375890228,1.660166071,0.165955569,-0.039946291,1
0.110891318,-0.206451491,0.451086491,0.031020749,0.051720429,1
0.113726716,0.274836845,-1.895425342,-0.248909408,0.051884274,1
0.188191802,0.885874474,-0.323795275,-0.179935585,0.159117207,1
-0.179906987,-1.745762687,1.191655964,0.242980012,-0.083645169,1
-0.030806897,-1.204841937,-1.182716546,0.360777465,0.063940654,1
0.244158495,1.323978627,-1.607069017,-0.107118196,0.074649898,1
0.327328898,1.492319409,1.326728962,0.06417499,-0.09721009,1
0.169719293,-0.060614856,1.269917049,-0.048631295,-0.028927997,1
-0.029969035,-0.187462266,0.759336609,-0.036908491,0.017008549,1
0.426699583,2.316036634,1.057978696,-0.113993488,0.160114554,1
0.56395408,3.957143025,0.128863728,0.340478264,0.098586782,1
0.208098427,1.933373118,0.894269195,-0.352483006,0.094427017,1
-0.022060897,-1.115587003,-1.165871845,0.519003548,0.049267856,1
-0.101005547,0.6609165,0.788076568,-0.097812072,0.000581692,1
0.070280291,-0.856613645,0.931875194,0.100964615,0.023813796,1
0.060496571,-0.23012851,-1.559365238,0.293712787,0.179219318,1
0.43179333,2.483956369,1.11221577,-0.228323406,0.017473788,1
0.209193944,0.818773538,-0.378492025,-0.037910991,0.140587535,1
0.236127106,0.636795412,1.16739916,0.443889414,-0.008803994,1
0.335528513,1.693429476,0.426412617,-0.443736031,-0.022792337,1
-0.114294312,-1.904919698,-0.37005739,0.181361496,0.106343544,1
0.150084196,0.756516176,-0.543280228,0.075434615,0.075448376,1
-0.003900499,-1.259871171,-0.112853509,0.124119006,0.036070489,1
0.111440605,0.092438637,-1.113146577,0.203876492,0.07587885,1
0.26828608,0.697187349,1.088836481,0.066079639,-0.052087094,1
-0.035454757,-1.364615811,0.036914508,0.355950311,0.080099779,1
-0.004458716,-1.538187931,1.027751233,0.326090625,-0.049117661,1
0.149935351,-0.204582341,1.203068199,-0.030109847,-0.033683976,1
0.034449899,-1.193474593,0.475532859,0.038166806,-0.027839081,1
0.177642697,-0.114153856,1.482357146,0.380729666,-0.016653066,1
0.186973051,0.283511612,0.39136537,0.04001536,0.002231205,1
0.116773353,0.114313877,-1.593383878,-0.011451593,0.064265689,1
0.001909496,-0.863541145,-0.332744902,0.370984939,0.15726847,1
0.3385604,1.513251323,1.059689144,-0.252016276,0.113379414,1
0.167326537,-0.264372859,1.669066495,-0.071424277,-0.08936297,1
-0.166873194,-1.191322908,0.179347111,0.026963865,0.09779318,1
-0.115241301,-1.884837092,-0.426782914,0.207299461,0.107409141,1
0.150132554,1.441528356,0.756555676,0.154528705,0.116839374,1
-0.052215277,-1.264101433,-1.059416533,0.125942318,0.145321171,1
-0.012822166,-1.154552127,-0.534018148,0.085500136,0.094041343,1
-0.319663275,0.599009386,-1.175196287,0.003990298,0.05002543,1
0.202865639,0.392213305,0.914309075,-0.068879646,0.044470325,1
0.228926124,0.748501453,0.971584558,-0.159192426,-0.089444729,1
-0.091777108,-0.647463228,0.567078007,-0.003351574,0.004651536,1
0.075077299,-0.624225244,0.44568337,-0.140204717,0.118860595,1
0.260763123,1.080833115,-0.508479646,-0.369207724,0.112851815,1
0.077653172,-0.004239153,-1.58403688,0.141182986,0.130648365,1
-0.178298977,-2.306623332,-0.766884769,0.096832586,0.134192741,1
0.81680358,5.853436108,1.098219468,-0.775554771,0.283838228,1
0.029923036,-1.196324061,0.98600846,0.464720979,-0.032577134,1
0.193468485,0.066660066,1.44290327,-0.101719696,-0.037353626,1
0.160047051,0.635577684,-0.316405493,-0.149343734,0.138748742,1
0.158864169,0.033722803,0.39879146,0.071288001,-0.013453979,1
0.244062563,1.362392891,-1.554598099,0.411460385,0.031010598,1
-0.422516554,-1.614251952,-1.74536104,0.083268907,0.123859384,1
0.189174047,0.224976546,1.006372971,-0.100563073,0.025696002,1
0.283785783,3.432988231,-0.453693952,-0.386550837,0.122855918,1
0.257560801,0.532489785,1.64093501,-0.232532475,-0.019943277,1
-0.114802508,-0.741051804,-0.060146642,0.140716733,-0.01670913,1
-0.049794397,-0.022245482,0.108706564,-0.298357968,0.048852684,1
-0.087694416,-1.641379138,-0.432090918,0.17051105,0.13072619,1
0.253561514,0.668061158,1.625345008,0.459693441,-0.147071538,1
-1.148931124,-0.051394705,0.441269768,-0.07141687,0.057701028,1
0.12057794,-0.032174044,-0.189986827,0.154279343,0.046912497,1
-0.182706904,-2.357040339,-0.752315849,0.061565059,0.125743944,1
0.518378939,3.877216295,-0.734153658,-0.387223295,-0.063420061,1
-1.018517261,-1.48291529,-0.554567774,0.109580663,0.067862472,1
0.159594388,0.385181231,-0.418856987,-0.118965109,0.121412044,1
0.228668718,0.7910772,0.205602529,-0.190802433,-0.001892607,1
0.55879549,3.933531187,0.885838534,-0.433331324,-0.079540169,1
0.214616563,0.747572116,-0.600838705,-0.069366312,0.075397675,1
0.086545778,-0.370056512,-0.149465132,0.018885936,0.028745989,1
0.136169506,-0.269126355,1.069727529,-0.045210737,-0.025624533,1
0.292660747,1.783954057,-1.087312855,-0.389571788,0.073933166,1
0.183976895,0.789691117,-1.625438837,-0.160786068,0.047169397,1
0.162996595,-0.107571823,1.311734732,0.213383522,-0.057258548,1
0.230704227,1.311660609,-1.232738651,-0.272128225,0.050075681,1
0.070493611,-1.070786254,0.938957685,0.124109541,-0.081452707,1
-0.036334472,-1.342647461,-0.099077029,0.098167882,0.113524742,1
0.54829486,3.249778322,1.686080456,-0.340935223,0.008398925,1
0.074729182,-0.569761816,0.577893848,0.161436179,0.004341384,1
-0.857654327,-1.547287841,0.075990354,0.361097196,0.050640094,1
0.098192176,0.126942118,-1.427237341,0.296169754,0.108491576,1
0.198231401,0.81543247,-0.819518585,0.217733285,0.009224282,1
0.396919924,1.757603248,1.24425746,-0.062334082,0.00585731,1
0.044987206,-0.733494228,0.28613575,-0.086992053,0.047972949,1
0.032222322,-0.776860236,0.182428844,0.108187691,0.042717052,1
-0.098000508,-1.664756216,-1.066146517,0.159422273,0.119705285,1
-0.187233093,-1.589696495,0.216196527,0.22517274,-0.040872803,1
0.472665087,2.897672724,1.220282887,-0.081256731,-0.05739647,1
0.270956587,0.912038882,1.22420119,-0.297241887,-0.017599103,1
0.10106158,-0.578643135,1.087063789,0.044964071,-0.051919747,1
0.200585136,0.603601446,0.093479018,-0.090652794,-0.005041203,1
0.188212221,0.412036486,0.115471428,-0.015162022,0.047277481,1
0.201811991,1.664160917,0.653020646,-0.411518112,0.098572396,1
-0.075072088,-1.517298641,-0.460760207,0.159754546,0.144935143,1
0.202937841,0.342155508,0.577049963,0.03899182,-0.011989339,1
0.152646376,0.085065201,0.669831485,0.180886522,0.030665611,1
0.13877268,-0.745651149,2.049815587,0.13446673,-0.105029579,1
-0.156128553,-2.146109485,-0.661972245,0.183771131,0.119380172,1
0.243944235,1.068463452,0.008323445,0.241345738,0.011599237,1
0.072363116,0.896106797,-0.619174728,-0.180803146,0.098471845,1
-0.574659411,-1.465055836,-2.368131831,0.170029592,0.1088014,1
0.283352982,1.619800287,0.246115657,-0.328125032,-0.009566726,1
-0.115176604,0.628862642,0.099716316,0.413266005,0.029076574,1
0.183536483,0.835930201,-1.697161102,-0.013661077,0.047648191,1
0.125937752,-0.044908944,0.050115884,-0.11540625,-0.043921276,1
0.008555983,-0.850854006,-0.143116711,0.027695235,0.083214056,1
-0.072582761,-1.571141407,-0.336170306,-0.004752485,0.138909122,1
0.01202956,-1.369949479,0.986060361,0.347993768,-0.036087376,1
0.288238703,1.375134714,-0.997081314,0.003799289,0.076304552,1
-0.49101274,-0.002894329,0.305222548,-0.08325016,-0.00189513,1
0.090753981,-0.530769036,0.776698577,0.044431833,-0.008706973,1
0.140848914,0.3529726,-0.053701674,-0.094184036,0.084204189,1
0.126954438,-0.102107179,-0.448314151,-0.071146879,0.001974864,1
0.144394203,0.470626031,-1.699250398,-0.158300686,0.034696052,1
0.30523548,1.338499292,0.799364978,-0.21258848,0.134096081,1
0.213876714,0.434716638,1.089410335,0.123710269,0.008490017,1
-0.045908388,-1.2782173,-0.286731361,-0.029219124,0.074637551,1
-0.048069404,-1.240793576,-0.398867276,0.022615953,0.088587269,1
0.177438182,0.162341721,0.958925361,0.068806009,0.013736186,1
-0.038483527,-1.463701376,-1.041879986,-1.30518402,-0.186842913,1
-0.02086247,-1.115762518,-0.131621593,0.048394513,0.056975124,1
0.126197291,-0.017773986,-0.624985161,0.024414719,0.020832214,1
0.028615038,-1.292076584,0.634001352,0.242624384,-0.065483479,1
-0.018184658,-1.249401919,0.112122887,0.316624244,0.082013704,1
-1.013820609,-1.480161999,-0.066031303,0.128281494,0.093602037,1
-1.20296694,-0.464513337,-0.580669977,0.234455351,0.035618859,1
0.043218918,-0.680658547,-0.283973257,0.140949533,0.014361516,1
0.143061384,-0.582239691,1.763736264,0.105258324,-0.058334286,1
0.241294507,1.079789047,-0.088902787,0.168858558,0.027134707,1
0.079670051,-0.83008647,0.544107489,-0.032190176,-0.003043645,1
0.140889746,-0.32792567,0.836557274,0.034337143,-0.087893377,1
0.105724999,0.095709183,-0.202190375,0.478082002,0.113590005,1
-0.700379646,1.526272703,-1.162266983,-0.523918481,0.063876415,1
-0.066152365,-0.509331047,0.780138125,0.044548319,-0.014067287,1
-0.018068442,-0.806822419,2.265141712,0.233656139,-0.145048338,1
0.109164551,-0.898249688,1.790418915,0.088055746,-0.079949837,1
0.189173378,0.006815669,1.503341553,-0.052768276,-0.058935427,1
-0.116940301,-0.769607052,0.306420004,-0.133335991,0.044289166,1
0.001812442,0.116555441,0.204163011,-0.146889833,0.025280085,1
0.291905567,1.203951047,1.00189501,-0.254334664,0.024730872,1
-0.06341668,-1.767756086,0.342343209,0.219719847,0.026273633,1
0.127729893,0.492975944,-1.003951367,0.274835265,0.092103056,1
0.410841977,3.659346212,-2.287114641,3.264110764,0.220924193,1
-0.224548316,-0.029786543,-1.682507786,-0.114595232,0.067889285,1
-0.052175949,-1.337749714,-0.404346613,0.167722725,0.150114052,1
0.035874979,-1.031266685,-0.270891335,0.280348681,-0.032996497,1
0.06654467,-0.961298963,1.063872533,0.001601653,0.010376097,1
0.203507225,0.170791122,1.455619204,0.067194617,-0.045247243,1
0.080506821,-1.019697157,1.514366417,0.166882054,-0.060887346,1
0.192125327,0.4893424,-0.446483647,0.025475038,0.035788653,1
0.09351858,-0.71482581,1.093167275,0.161575545,0.010600449,1
